EmployeeID,Name,Age,City,Department,Salary,JoinDate,Email,PerformanceRating,ExperienceYears
1973,Komal Agarwal,39,  Bangalore,sales,"₹88,447",3/18/2019,komal.agarwal82@gmail.com,2.0,11.3
1215,Arjun Mehta,57,Kolkata,HR,83908,06-11-2020,,2.0,3.4
2007,Shreya Bhat,48,Hyderabad,Operations,96489,7/26/2023,shreya.bhat36@gmail.com,2.0,14.1
1555,Swati Chopra,32,Ahmedabad,IT,106019,2022-03-05,swati.chopra46@gmail.com,2.0,5.7
1566,Aman Singh,58,,Hr,112766,10 Jan 2023,aman.singh35@gmail.com,2.0,10.7
1762,Rajesh Reddy,26,Delhi ,sales,34679,2022-01-01,rajesh.reddy13@gmail.com,3.0,8.7
1474,Sunita Saxena,25,Nagpur,IT,not disclosed,4/17/2024,sunita.saxena87@gmail.com,,13.6
1456,Bhavna Agarwal,45,Ahmedabad,IT,96332,15-06-2018,bhavna.agarwal53@gmail.com,7.0,five
1811,Nisha Bhat,,MUMBAI,Operations,38807,,,,11.3
1260,Priya Reddy,53,pune,HR,43255,,priya.reddy65@gmail.com,1.0,2.6
1035,Rohan Saxena,28,Delhi ,Finance,not disclosed,22 Jan 2019,rohan.saxena92@gmail.com,5.0,12.5
1827,Shreya Saxena,twenty five,Nagpur,sales,63371,20-02-2025,shreya.saxena26@gmail.com,1.0,14.4
1309,Vishal Saxena,50,pune,IT,55561,12 Jan 2025,,4.0,7.6
1276,Rakesh Nair,56,Hyderabad,Marketing,145717.00 INR,,rakesh.nair18@gmail.com,5.0,6.3
1636,Swati Iyer,44,Mumbai,Finance,,3/13/2021,swati.iyer98@gmail.com,4.0,1.7
1654,Rajesh Bhat,21,  Bangalore,Sales,"₹36,608",,rajesh.bhat84@gmail.com,3.0,8.0
1622,Meera Iyer,,Kolkata,Sales,89584,09-06-2022,meera.iyer46@gmail.com,2.0,8.6
1844,Sandeep Verma,29,Kolkata,IT,33402.00 INR,23-03-2023,sandeep.verma46@gmail.com,4.0,1.4
1393,Shreya Singh,N/A,Mumbai,Marketing,93224,27 Jan 2024,shreya.singh92@gmail.com,1.0,18.3
1107,Ananya Desai,41,Jaipur,Finance,38465,10 Jan 2016,ananya.desai54@gmail.com,2.0,18.7
1349,Preeti Singh,39,Delhi ,Sales,30814,3 Jan 2017,preeti.singh17@gmail.com,3.0,0.3
1524,Preeti Verma,N/A,Ahmedabad,IT ,149354,8/16/2019,preeti.verma44@gmail.com,3.0,16.3
1784,Rekha Mehta,43,Delhi ,sales,63747,10/18/2020,rekha.mehta30@gmail.com,3.0,14.4
1047,Anita Saxena,,Hyderabad,Finance,,19 Jan 2025,anita.saxena87@gmail.com,5.0,
1203,Aman Saxena,47,Delhi,HR,96372,2/19/2016,aman.saxena69@gmail.com,4.0,13.1
1021,Rohan Singh,22,Mumbai,Operations,73964,26-12-2025,rohan.singh90@gmail.com,1.0,4.4
1402,Rekha Malhotra,59,Hyderabad,Hr,120663,04-02-2022,rekha.malhotra81@gmail.com,1.0,1.1
1989,Abhishek Reddy,47,Mumbai,Operations,84396,15-10-2025,abhishek.reddy30@gmail.com,5.0,2.3
1741,Divya Nair,28,pune,sales,139629,1/27/2025,divya.nair68@gmail.com,2.0,0.7
1033,Payal Singh,twenty five,Hyderabad,sales,119775,25 Jan 2021,payal.singh11@gmail.com,5.0,five
1787,Nikhil Malhotra,46 yrs,Delhi,Finance,147237,2016-06-08,,3.0,
1923,Amit Pillai,56,MUMBAI,IT,24257,08-06-2025,amit.pillai38@gmail.com,,18.8
2043,Yash Nair,32,Delhi ,HR,110293,2023-11-19,yash.nair15@gmail.com,4.0,1.3
1049,Mohit Malhotra,56,Pune,Operations,35194,27 Jan 2021,mohit.malhotra70@gmail.com,1.0,7.2
1579,Nikhil Chopra,29,Bangalore,Hr,139662,4/7/2021,,2.0,0.5
1481,Rakesh Saxena,36,Mumbai,Sales,not disclosed,9/21/2021,rakesh.saxena70@gmail.com,2.0,12.1
1931,Sohail Verma,36,MUMBAI,IT,37427,2018-05-04,sohail.verma92@gmail.com,1.0,6.8
1356,Meera Singh,50,pune,sales,56226,12/22/2021,meera.singh21@gmail.com,3.0,7.7
1759,Yash Kumar,30,Jaipur,IT,,18-03-2015,,2.0,4.0
1092,Ajay Kapoor,,Chennai,IT ,107584,12-09-2016,ajay.kapoor65@gmail.com,5.0,7.8
1803,Sunita Kapoor,54,  Bangalore,Operations,25861,15 Jan 2018,sunita.kapoor92@gmail.com,2.0,11.4
1745,Swati Agarwal,,Hyderabad,IT,78017,4/19/2025,swati.agarwal59@gmail.com,3.0,12.0
1279,Anita Malhotra,50,pune,HR,141709,2020-07-21,anita.malhotra10@gmail.com,,6.3
1764,Divya Kumar,23,Pune,Marketing,106632,2019-06-20,divya.kumar23@gmail.com,5.0,14.8
1604,Manish Bhat,41,Jaipur,Sales,102430,2024-03-01,manish.bhat11@gmail.com,1.0,2.6
1439,Kavita Reddy,59,Bangalore,IT,22348,,kavita.reddy59@gmail.com,5.0,6.1
1400,Suresh Bhat,48,Jaipur,sales,68161,2017-01-22,suresh.bhat57@gmail.com,1.0,7.9
1257,Meera Iyer,42,MUMBAI,sales,97436,2017-11-27,meera.iyer17@gmail.com,2.0,10.3
1944,Vishal Patel,31,Kolkata,HR,89865,27 Jan 2017,vishal.patel98@gmail.com,1.0,2.2
1494,Rakesh Reddy,54,Nagpur,sales,80476,2/11/2020,rakesh.reddy90@gmail.com,4.0,11.2
1772,Ananya Kapoor,55,Mumbai,sales,35765,10-12-2023,ananya.kapoor58@gmail.com,1.0,19.4
1550,Rohan Agarwal,twenty five,MUMBAI,sales,21401,17 Jan 2021,rohan.agarwal64@gmail.com,5.0,8.1
1201,Amit Agarwal,51,Bangalore,Sales,138024,22 Jan 2023,amit.agarwal97@gmail.com,2.0,16.2
1312,Isha Kumar,N/A,Hyderabad,Marketing,95090,10 Jan 2017,isha.kumar70@gmail.com,2.0,13.7
1290,Swati Reddy,24,  Bangalore,IT,76906,1/6/2020,swati.reddy51@gmail.com,1.0,11.6
1763,Rekha Joshi,26,pune,IT ,22077,21 Jan 2019,,2.0,2.6
1949,Sohail Iyer,26,Ahmedabad,sales,"₹114,492",9/3/2025,sohail.iyer22@gmail.com,3.0,
1183,Anita Singh,40,  Bangalore,Sales,132272,3/3/2020,anita.singh51@gmail.com,3.0,19.8
1368,Sunita Pillai,31,pune,Sales,57363,09-07-2018,sunita.pillai98@gmail.com,1.0,18.5
2030,Nikhil Bhat,44,Hyderabad,HR,23544,2/24/2019,,1.0,7.2
1250,Simran Singh,,Jaipur,IT ,67118,24-11-2017,simran.singh58@gmail.com,3.0,2.2
1823,Preeti Kapoor,44,  Bangalore,Hr,88214,11 Jan 2015,,3.0,19.9
1940,Jyoti Reddy,27,Pune,IT ,not disclosed,15 Jan 2025,jyotireddygmail.com,5.0,16.1
1391,Vivek Rao,29,Chennai,Finance,103394,10-01-2020,vivek.rao10@gmail.com,2.0,12.0
1904,Pooja Pillai,52,Hyderabad,IT ,50816,4/20/2019,pooja.pillai77@gmail.com,4.0,2.0
1730,Rajesh Saxena,44,pune,Operations,89796,2021-04-28,rajesh.saxena37@gmail.com,4.0,17.5
1554,Rakesh Singh,21,Delhi,Marketing,"₹87,412",4 Jan 2017,,3.0,7.9
1366,Anjali Pillai,34,Mumbai,Hr,51359,,anjali.pillai64@gmail.com,1.0,15.7
1345,Sohail Patel,48 yrs,  Bangalore,IT ,79558,7/18/2023,sohail.patel29@gmail.com,5.0,
1535,Nikhil Malhotra,54,MUMBAI,Marketing,91828,05-02-2021,nikhil.malhotra7@gmail.com,3.0,3.3
1919,Meera Desai,55,Kolkata,sales,56477,26-06-2016,meera.desai25@gmail.com,3.0,18.2
1211,Vivek Nair,40,Jaipur,Marketing,125569,22-07-2024,vivek.nair4@gmail.com,3.0,8.4
1502,Sameer Bhat,-31,Delhi,Hr,62731,06-08-2021,sameer.bhat60@gmail.com,,13.5
1537,Sneha Gupta,51,Mumbai,IT,105209,14 Jan 2020,sneha.gupta52@gmail.com,1.0,9.8
1175,Vishal Sharma,43,Ahmedabad,Finance,36637,12/4/2019,,3.0,5.3
